code,name,标题公告,时间,文本
002541,鸿路钢构,2020年12月1日投资者关系活动记录表.doc,2020/12/2 10:14,http://static.cninfo.com.cn/finalpage/2020-12-02/1208835354.doc
000333,美的集团,2020年11月27日投资者关系活动记录表.docx,2020/12/2 8:52,http://static.cninfo.com.cn/finalpage/2020-12-02/1208833162.docx
300888,稳健医疗,2020年11月27日投资者关系活动记录表.DOCX,2020/12/1 21:20,http://static.cninfo.com.cn/finalpage/2020-12-01/1208829161.DOCX
300136,信维通信,2020年11月25日、27日及30日投资者关系活动记录表.doc,2020/12/1 19:24,http://static.cninfo.com.cn/finalpage/2020-12-01/1208829162.doc
300464,星徽精密,300464星徽精密投资者关系管理档案20201201.docx,2020/12/1 19:24,http://static.cninfo.com.cn/finalpage/2020-12-01/1208829160.docx
002611,东方精工,2020年11月27日投资者关系活动记录表.docx,2020/12/1 19:24,http://static.cninfo.com.cn/finalpage/2020-12-01/1208829158.docx
002515,金字火腿,2020年12月1日投资者关系活动记录表.doc,2020/12/1 17:48,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828843.doc
002585,双星新材,002585双星新材调研活动信息20201201.docx,2020/12/1 17:46,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828820.docx
002084,海鸥住工,2020年12月1日投资者关系活动记录表.docx,2020/12/1 17:44,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828814.docx
300577,开润股份,2020年12月1日投资者关系活动记录表.DOCX,2020/12/1 17:18,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828449.DOCX
002404,嘉欣丝绸,嘉欣丝绸：2020年11月30日投资者关系活动记录表.docx,2020/12/1 17:18,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828448.docx
000887,中鼎股份,000887中鼎股份调研活动信息20201201.doc,2020/12/1 17:04,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828266.doc
000887,中鼎股份,000887中鼎股份投资者关系管理制度20201201.doc,2020/12/1 17:04,http://static.cninfo.com.cn/finalpage/2020-12-01/1208828256.doc
002293,罗莱生活,002293罗莱生活调研活动信息20201201.docx,2020/12/1 16:54,http://static.cninfo.com.cn/finalpage/2020-12-01/1208827726.docx
002244,滨江集团,2020年11月30日投资者关系活动记录表.docx,2020/12/1 16:52,http://static.cninfo.com.cn/finalpage/2020-12-01/1208827669.docx
300415,伊之密,2020年11月30日投资者关系活动记录表.docx,2020/12/1 16:52,http://static.cninfo.com.cn/finalpage/2020-12-01/1208827668.docx
002967,广电计量,投资者关系活动记录表-20201127.docx,2020/12/1 16:52,http://static.cninfo.com.cn/finalpage/2020-12-01/1208827667.docx
002004,华邦健康,002004华邦健康调研活动信息20201130.DOC,2020/11/30 21:30,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819044.DOC
300705,九典制药,2020-02 投资者关系活动记录表.DOCX,2020/11/30 21:29,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819042.DOCX
002273,水晶光电,2020年11月26日投资者关系活动记录表.DOCX,2020/11/30 21:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208818735.DOCX
300907,康平科技,300907康平科技调研活动信息20201130.docx,2020/11/30 20:30,http://static.cninfo.com.cn/finalpage/2020-11-30/1208820944.docx
002572,索菲亚,2020年11月26日投资者关系活动记录表.pdf,2020/11/30 20:10,http://static.cninfo.com.cn/finalpage/2020-11-30/1208820885.pdf
300892,品渥食品,2020年11月27日投资者关系活动记录表.DOC,2020/11/30 18:11,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819771.DOC
300832,新产业,新产业：2020年11月3日-30日投资者关系活动记录表.pdf,2020/11/30 17:52,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819528.pdf
002867,周大生,2020年11月26日投资者关系活动记录表.docx,2020/11/30 17:50,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819514.docx
300617,安靠智电,300617安靠智电调研活动信息20201130.doc,2020/11/30 17:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819043.doc
000060,中金岭南,000060中金岭南调研活动信息20201130.docx,2020/11/30 17:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819041.docx
000776,广发证券,2020年11月26日投资者关系活动记录表.pdf,2020/11/30 17:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819040.pdf
002756,永兴材料,2020年11月27日投资者关系活动记录表.docx,2020/11/30 17:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819039.docx
300821,东岳硅材,300821东岳硅材投资者关系管理制度20201130.docx,2020/11/30 17:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819038.docx
300821,东岳硅材,300821东岳硅材投资者关系管理制度20201130.docx,2020/11/30 17:28,http://static.cninfo.com.cn/finalpage/2020-11-30/1208819037.docx
300084,海默科技,2020年11月27日投资者关系活动记录表.docx,2020/11/30 16:06,http://static.cninfo.com.cn/finalpage/2020-11-30/1208818739.docx
002594,比亚迪,2020年11月27日投资者关系活动记录表（二）.docx,2020/11/30 14:42,http://static.cninfo.com.cn/finalpage/2020-11-30/1208818354.docx
002594,比亚迪,2020年11月27日投资者关系活动记录表（一）.docx,2020/11/30 14:42,http://static.cninfo.com.cn/finalpage/2020-11-30/1208818353.docx
002594,比亚迪,2020年11月26日投资者关系活动记录表.docx,2020/11/30 14:42,http://static.cninfo.com.cn/finalpage/2020-11-30/1208818352.docx
002233,塔牌集团,2020年11月27日投资者关系活动记录表.DOCX,2020/11/30 10:50,http://static.cninfo.com.cn/finalpage/2020-11-30/1208816312.DOCX
002414,高德红外,002414高德红外投资者关系管理档案20201129.docx,2020/11/30 10:04,http://static.cninfo.com.cn/finalpage/2020-11-30/1208816272.docx
002124,天邦股份,002124天邦股份调研活动信息20201127.PDF,2020/11/30 9:51,http://static.cninfo.com.cn/finalpage/2020-11-30/1208816154.PDF
300623,捷捷微电,300623捷捷微电调研活动信息20201130.docx,2020/11/30 8:40,http://static.cninfo.com.cn/finalpage/2020-11-30/1208815696.docx
002594,比亚迪,2020年11月25日投资者关系活动记录表.docx,2020/11/29 22:44,http://static.cninfo.com.cn/finalpage/2020-11-29/1208814557.docx
002677,浙江美大,002677浙江美大调研活动信息20201128.doc,2020/11/28 23:59,http://static.cninfo.com.cn/finalpage/2020-11-28/1208814322.doc
300616,尚品宅配,2020年11月26日投资者关系活动记录表.docx,2020/11/28 23:59,http://static.cninfo.com.cn/finalpage/2020-11-28/1208814321.docx
002717,岭南股份,2020年11月27日投资者关系活动记录表.doc,2020/11/28 23:59,http://static.cninfo.com.cn/finalpage/2020-11-28/1208814320.doc
002702,海欣食品,002702海欣食品调研活动信息20201128.docx,2020/11/28 23:59,http://static.cninfo.com.cn/finalpage/2020-11-28/1208814319.docx
300382,斯莱克,300382斯莱克调研活动信息20201126.doc,2020/11/27 21:32,http://static.cninfo.com.cn/finalpage/2020-11-27/1208813376.doc
300223,北京君正,300223北京君正调研活动信息20201127.pdf,2020/11/27 20:46,http://static.cninfo.com.cn/finalpage/2020-11-27/1208813359.pdf
002980,华盛昌,2020年11月26日投资者关系活动记录表.DOCX,2020/11/27 20:23,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811607.DOCX
002212,天融信,002212天融信调研活动信息20201127.doc,2020/11/27 19:50,http://static.cninfo.com.cn/finalpage/2020-11-27/1208812493.doc
002419,天虹股份,2020年11月26日投资者关系活动记录表.doc,2020/11/27 18:40,http://static.cninfo.com.cn/finalpage/2020-11-27/1208812097.doc
002135,东南网架,002135东南网架投资者关系管理档案20201127.doc,2020/11/27 18:38,http://static.cninfo.com.cn/finalpage/2020-11-27/1208812086.doc
002387,维信诺,2020年11月24日-26日投资者关系活动记录表.pdf,2020/11/27 18:36,http://static.cninfo.com.cn/finalpage/2020-11-27/1208812065.pdf
002635,安洁科技,002635安洁科技调研活动信息20201127.doc,2020/11/27 18:32,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811984.doc
300873,海晨股份,300873海晨股份调研活动信息20201127.docx,2020/11/27 18:16,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811640.docx
000338,潍柴动力,2020年11月27日投资者关系活动记录表.DOC,2020/11/27 18:14,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811608.DOC
002153,石基信息,2020年11月25日投资者关系活动记录表.docx,2020/11/27 17:58,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811515.docx
002221,东华能源,002221东华能源调研活动信息20201127.docx,2020/11/27 17:44,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811411.docx
000703,恒逸石化,2020年11月26日恒逸石化调研活动信息.PDF,2020/11/27 17:09,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811046.PDF
000703,恒逸石化,2020年11月26日恒逸石化调研活动信息.PDF,2020/11/27 17:09,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810986.PDF
300656,民德电子,2020年11月27日投资者关系活动记录表.DOCX,2020/11/27 16:53,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811022.DOCX
300152,科融环境,科融环境：2020年11月27日投资者关系活动记录表.docx,2020/11/27 16:52,http://static.cninfo.com.cn/finalpage/2020-11-27/1208811019.docx
002028,思源电气,2020年11月25日投资者关系活动记录表.pdf,2020/11/27 16:42,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810926.pdf
300296,利亚德,2020年11月26日投资者关系活动记录表.docx,2020/11/27 16:26,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810833.docx
300296,利亚德,2020年11月24日投资者关系活动记录表.docx,2020/11/27 16:26,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810832.docx
300767,震安科技,2020年11月27日投资者关系活动记录表.docx,2020/11/27 16:19,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810757.docx
002291,星期六,002291星期六调研活动信息20201127.DOCX,2020/11/27 16:10,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810685.DOCX
002182,云海金属,2020年11月27日投资者关系活动记录表.doc,2020/11/27 15:42,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810300.doc
002824,和胜股份,002824和胜股份投资者关系管理档案20201127.doc,2020/11/27 15:42,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810299.doc
002920,德赛西威,2020年11月26日投资者关系活动记录表.docx,2020/11/27 15:41,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810297.docx
002485,希努尔,2020年11月26日投资者关系活动记录表.DOC,2020/11/27 15:31,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810298.DOC
002158,汉钟精机,2020年11月26日投资者关系活动记录表.pdf,2020/11/27 14:54,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810295.pdf
002084,海鸥住工,2020年11月27日投资者关系活动记录表.DOCX,2020/11/27 14:37,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810273.DOCX
002507,涪陵榨菜,002507涪陵榨菜业绩说明会、路演活动信息20201127.docx,2020/11/27 13:58,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810293.docx
002909,集泰股份,集泰股份：2020年11月26日投资者关系活动记录表.docx,2020/11/27 13:26,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810281.docx
002556,辉隆股份,2020年11月26日投资者关系活动记录表.doc,2020/11/27 11:26,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810114.doc
300125,聆达股份,300125聆达股份调研活动信息20201127.doc,2020/11/27 10:30,http://static.cninfo.com.cn/finalpage/2020-11-27/1208810110.doc
002182,云海金属,002182云海金属投资者关系管理档案20201127.doc,2020/11/27 10:04,http://static.cninfo.com.cn/finalpage/2020-11-27/1208809590.doc
002789,建艺集团,2020年11月25日投资者关系活动记录表.docx,2020/11/27 9:38,http://static.cninfo.com.cn/finalpage/2020-11-27/1208808709.docx
002614,奥佳华,002614奥佳华投资者关系管理档案20201127.docx,2020/11/27 8:40,http://static.cninfo.com.cn/finalpage/2020-11-27/1208807682.docx
002614,奥佳华,002614奥佳华投资者关系管理档案20201127.docx,2020/11/27 8:38,http://static.cninfo.com.cn/finalpage/2020-11-27/1208807658.docx
300802,矩子科技,300802矩子科技调研活动信息20201126.DOCX,2020/11/26 20:52,http://static.cninfo.com.cn/finalpage/2020-11-26/1208806025.DOCX
002705,新宝股份,新宝股份：2020年11月24日投资者关系活动记录表.PDF,2020/11/26 20:52,http://static.cninfo.com.cn/finalpage/2020-11-26/1208805158.PDF
002967,广电计量,投资者关系活动记录表-20201125.DOCX,2020/11/26 20:52,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804481.DOCX
300054,鼎龙股份,300054鼎龙股份调研活动信息20201126.doc,2020/11/26 20:36,http://static.cninfo.com.cn/finalpage/2020-11-26/1208806000.doc
002517,恺英网络,002517恺英网络业绩说明会、路演活动信息20201126.doc,2020/11/26 20:36,http://static.cninfo.com.cn/finalpage/2020-11-26/1208805999.doc
000937,冀中能源,000937冀中能源投资者关系管理制度20201126.doc,2020/11/26 19:14,http://static.cninfo.com.cn/finalpage/2020-11-26/1208805486.doc
002999,天禾股份,002999天禾股份调研活动信息20201126.docx,2020/11/26 18:14,http://static.cninfo.com.cn/finalpage/2020-11-26/1208805159.docx
002158,汉钟精机,2020年11月25日投资者关系活动记录表.pdf,2020/11/26 18:14,http://static.cninfo.com.cn/finalpage/2020-11-26/1208805157.pdf
002091,江苏国泰,002091江苏国泰投资者关系管理档案20201125.DOC,2020/11/26 17:28,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804245.DOC
002163,海南发展,002163海南发展调研活动信息20201126.docx,2020/11/26 16:50,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804865.docx
000538,云南白药,2020年11月25日调研活动附件之投资者调研会议记录.docx,2020/11/26 15:54,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804623.docx
000538,云南白药,2020年11月25日投资者关系活动记录表.docx,2020/11/26 15:54,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804622.docx
002623,亚玛顿,2020年12月24日投资者关系活动记录表.docx,2020/11/26 15:42,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804578.docx
002543,万和电气,2020年11月25日投资者关系活动记录表.doc,2020/11/26 15:28,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804482.doc
002687,乔治白,2020年11月24日投资者关系活动记录表.DOC,2020/11/26 15:14,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804370.DOC
002541,鸿路钢构,2020年11月25日投资者关系活动记录表.doc,2020/11/26 15:10,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804360.doc
002541,鸿路钢构,2020年11月24日投资者关系活动记录表.doc,2020/11/26 15:08,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804359.doc
002372,伟星新材,2020年11月24日投资者关系活动记录表.docx,2020/11/26 13:26,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804211.docx
002881,美格智能,2020年11月25日投资者关系活动记录表.doc,2020/11/26 11:48,http://static.cninfo.com.cn/finalpage/2020-11-26/1208804034.doc
002855,捷荣技术,002855捷荣技术调研活动信息20201126.DOCX,2020/11/26 11:39,http://static.cninfo.com.cn/finalpage/2020-11-26/1208803941.DOCX
002438,江苏神通,2020年11月24日调研活动附件之投资者调研会议记录.docx,2020/11/26 9:54,http://static.cninfo.com.cn/finalpage/2020-11-26/1208803767.docx
002438,江苏神通,2020年11月24日投资者关系活动记录表.docx,2020/11/26 9:54,http://static.cninfo.com.cn/finalpage/2020-11-26/1208803766.docx
300496,中科创达,2020年11月25日投资者关系活动记录表.docx,2020/11/25 22:32,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801542.docx
300170,汉得信息,300170汉得信息调研活动信息20201125(2).docx,2020/11/25 21:26,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801531.docx
300170,汉得信息,300170汉得信息调研活动信息20201125(1).DOC,2020/11/25 21:26,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801530.DOC
002930,宏川智慧,2020年11月24日投资者关系活动记录表.DOCX,2020/11/25 20:42,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801374.DOCX
300504,天邑股份,300504天邑股份调研活动信息20201125.docx,2020/11/25 20:34,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801524.docx
002292,奥飞娱乐,2020年11月24日、11月25日投资者关系活动记录表.docx,2020/11/25 20:00,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801486.docx
002717,岭南股份,2020年11月24日投资者关系活动记录表.DOCX,2020/11/25 19:41,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800927.DOCX
002008,大族激光,大族激光：2020年11月20日投资者关系活动记录表.DOC,2020/11/25 19:41,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800392.DOC
300266,兴源环境,2020年11月24日投资者关系活动记录表.pdf,2020/11/25 19:24,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801371.pdf
002853,皮阿诺,2020年11月23日投资者关系活动记录表.pdf,2020/11/25 19:16,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801357.pdf
002139,拓邦股份,002139拓邦股份调研活动信息20201125.doc,2020/11/25 18:38,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801128.doc
000617,中油资本,000617中油资本投资者关系管理档案20201125.doc,2020/11/25 18:36,http://static.cninfo.com.cn/finalpage/2020-11-25/1208801082.doc
002056,横店东磁,002056横店东磁调研活动信息20201125.docx,2020/11/25 17:48,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800777.docx
002906,华阳集团,002906华阳集团投资者关系管理档案20201124.doc,2020/11/25 17:38,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800706.doc
002801,微光股份,2020年11月24日投资者关系活动记录表.doc,2020/11/25 17:18,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800454.doc
002221,东华能源,002221东华能源调研活动信息20201125.docx,2020/11/25 17:08,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800283.docx
002687,乔治白,2020年11月20日投资者关系活动记录表.DOC,2020/11/25 16:12,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800072.DOC
300124,汇川技术,300124汇川技术投资者关系管理档案20201125.doc,2020/11/25 15:58,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800017.doc
300423,昇辉科技,2020年11月24日投资者关系活动登记表.docx,2020/11/25 15:56,http://static.cninfo.com.cn/finalpage/2020-11-25/1208800015.docx
002013,中航机电,2020年11月24日投资者关系活动记录.docx,2020/11/25 15:02,http://static.cninfo.com.cn/finalpage/2020-11-25/1208799661.docx
002158,汉钟精机,2020年11月24日投资者关系活动记录表.pdf,2020/11/25 11:36,http://static.cninfo.com.cn/finalpage/2020-11-25/1208798837.pdf
002010,传化智联,2020年11月23日投资者关系活动记录表.pdf,2020/11/25 10:48,http://static.cninfo.com.cn/finalpage/2020-11-25/1208798572.pdf
000065,北方国际,000065北方国际调研活动信息20201124.DOCX,2020/11/24 21:11,http://static.cninfo.com.cn/finalpage/2020-11-24/1208792581.DOCX
002312,三泰控股,002312三泰控股投资者关系管理制度20201124.docx,2020/11/24 20:26,http://static.cninfo.com.cn/finalpage/2020-11-24/1208793501.docx
300143,盈康生命,300143盈康生命调研活动信息20201123.doc,2020/11/24 19:48,http://static.cninfo.com.cn/finalpage/2020-11-24/1208793342.doc
000069,华侨城Ａ,2020年11月20日投资者关系活动记录表.pdf,2020/11/24 18:44,http://static.cninfo.com.cn/finalpage/2020-11-24/1208793067.pdf
300884,狄耐克,300884狄耐克调研活动信息20201124.doc,2020/11/24 18:10,http://static.cninfo.com.cn/finalpage/2020-11-24/1208792818.doc
002455,百川股份,002455百川股份调研活动信息.DOC,2020/11/24 17:43,http://static.cninfo.com.cn/finalpage/2020-11-24/1208791862.DOC
002855,捷荣技术,002855捷荣技术投资者关系活动记录表20201120.DOCX,2020/11/24 17:43,http://static.cninfo.com.cn/finalpage/2020-11-24/1208791726.DOCX
002461,珠江啤酒,002461珠江啤酒调研活动信息20201124(2).doc,2020/11/24 16:58,http://static.cninfo.com.cn/finalpage/2020-11-24/1208792213.doc
002461,珠江啤酒,002461珠江啤酒调研活动信息20201124(1).doc,2020/11/24 16:58,http://static.cninfo.com.cn/finalpage/2020-11-24/1208792212.doc
002066,瑞泰科技,002066瑞泰科技调研活动信息20201124.docx,2020/11/24 16:48,http://static.cninfo.com.cn/finalpage/2020-11-24/1208792120.docx
000607,华媒控股,2020年11月23日投资者关系活动记录表.doc,2020/11/24 16:28,http://static.cninfo.com.cn/finalpage/2020-11-24/1208791982.doc
300625,三雄极光,2020年11月20日投资者关系活动记录表.docx,2020/11/24 16:26,http://static.cninfo.com.cn/finalpage/2020-11-24/1208791941.docx
300897,山科智能,山科智能：调研活动信息20201124.doc,2020/11/24 15:10,http://static.cninfo.com.cn/finalpage/2020-11-24/1208791452.doc
002245,澳洋顺昌,2020年11月23日投资者关系活动记录表.docx,2020/11/24 11:58,http://static.cninfo.com.cn/finalpage/2020-11-24/1208790805.docx
002966,苏州银行,苏州银行股份有限公司2020年11月20日投资者关系活动记录表.DOC,2020/11/24 10:20,http://static.cninfo.com.cn/finalpage/2020-11-24/1208785942.DOC
002398,垒知集团,2020年11月17日垒知集团投资者关系活动记录表.doc,2020/11/24 9:20,http://static.cninfo.com.cn/finalpage/2020-11-24/1208786576.doc
002650,ST加加,002650ST加加报备文件上传20201123.docx,2020/11/23 23:10,http://static.cninfo.com.cn/finalpage/2020-11-23/1208784599.docx
002967,广电计量,投资者关系活动记录表-20201119、1120.DOCX,2020/11/23 22:00,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782898.DOCX
000963,华东医药,2020年11月18-19日投资者关系活动记录表.DOCX,2020/11/23 22:00,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782724.DOCX
002362,汉王科技,002362汉王科技调研活动信息20201120.docx,2020/11/23 21:26,http://static.cninfo.com.cn/finalpage/2020-11-23/1208783781.docx
000050,深天马Ａ,000050深天马Ａ调研活动信息20201111.PDF,2020/11/23 21:11,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781704.PDF
000050,深天马Ａ,000050深天马Ａ调研活动信息20201110.PDF,2020/11/23 21:11,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781703.PDF
000050,深天马Ａ,000050深天马Ａ调研活动信息20201104.PDF,2020/11/23 21:11,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781702.PDF
002577,雷柏科技,2020-002：投资者关系活动记录表.doc,2020/11/23 19:16,http://static.cninfo.com.cn/finalpage/2020-11-23/1208783298.doc
000517,荣安地产,000517荣安地产调研活动信息20201123.docx,2020/11/23 18:06,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782899.docx
002317,众生药业,2020年11月20日投资者关系活动记录表.pdf,2020/11/23 17:42,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782745.pdf
002153,石基信息,2020年11月20日投资者关系活动记录表.docx,2020/11/23 17:24,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782589.docx
002084,海鸥住工,2020年11月23日投资者关系活动记录表.docx,2020/11/23 17:08,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782505.docx
002650,ST加加,002650ST加加调研活动信息20201123.docx,2020/11/23 17:00,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782423.docx
002568,百润股份,2020年11月20日投资者关系活动记录表.doc,2020/11/23 16:46,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782332.doc
002572,索菲亚,2020年11月19日投资者关系活动记录表.pdf,2020/11/23 16:24,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782204.pdf
300363,博腾股份,2020年11月20日投资者关系活动记录表.pdf,2020/11/23 15:54,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782088.pdf
002612,朗姿股份,002612朗姿股份投资者关系管理档案20201123.docx,2020/11/23 15:54,http://static.cninfo.com.cn/finalpage/2020-11-23/1208782087.docx
002585,双星新材,002585双星新材调研活动信息20201123.docx,2020/11/23 15:08,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781684.docx
002233,塔牌集团,2020年11月20日投资者关系活动记录表.DOCX,2020/11/23 15:05,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781646.DOCX
002877,智能自控,2020年11月19日投资者关系活动记录表.docx,2020/11/23 15:02,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781666.docx
300805,电声股份,2020年11月19日投资者关系活动记录表.DOCX,2020/11/23 14:47,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781524.DOCX
000776,广发证券,2020年11月19日投资者关系活动记录表.pdf,2020/11/23 13:56,http://static.cninfo.com.cn/finalpage/2020-11-23/1208781440.pdf
000876,新 希 望,2020年11月18日投资者关系活动记录表.docx,2020/11/23 11:28,http://static.cninfo.com.cn/finalpage/2020-11-23/1208780474.docx
002884,凌霄泵业,2020年11月11日~2020年11月20日投资者关系活动记录表.docx,2020/11/23 11:00,http://static.cninfo.com.cn/finalpage/2020-11-23/1208780278.docx
300512,中亚股份,300512中亚股份调研活动信息20201123.DOCX,2020/11/23 8:54,http://static.cninfo.com.cn/finalpage/2020-11-23/1208776598.DOCX
300748,金力永磁,2020年11月20日投资者关系活动记录表.docx,2020/11/22 21:58,http://static.cninfo.com.cn/finalpage/2020-11-22/1208775798.docx
002989,中天精装,002989中天精装调研活动信息20201122(2).docx,2020/11/22 8:30,http://static.cninfo.com.cn/finalpage/2020-11-22/1208775532.docx
002989,中天精装,002989中天精装调研活动信息20201122(1).docx,2020/11/22 8:30,http://static.cninfo.com.cn/finalpage/2020-11-22/1208775531.docx
002003,伟星股份,2020年11月20日投资者关系活动记录表.doc,2020/11/21 15:58,http://static.cninfo.com.cn/finalpage/2020-11-21/1208775530.doc
002714,牧原股份,002714牧原股份调研活动信息20201120.DOCX,2020/11/20 23:59,http://static.cninfo.com.cn/finalpage/2020-11-20/1208775529.DOCX
300389,艾比森,2020年11月19日投资者关系活动记录表.DOC,2020/11/20 21:01,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773576.DOC
300726,宏达电子,2020年11月19日投资者关系活动记录表.DOC,2020/11/20 21:01,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773213.DOC
000776,广发证券,2020年11月18日投资者关系活动记录表.PDF,2020/11/20 21:01,http://static.cninfo.com.cn/finalpage/2020-11-20/1208772320.PDF
002288,超华科技,2020年11月19日投资者关系活动记录表.doc,2020/11/20 18:45,http://static.cninfo.com.cn/finalpage/2020-11-20/1208774174.doc
300459,金科文化,金科文化：2020年11月19日投资者关系活动记录表.docx,2020/11/20 18:43,http://static.cninfo.com.cn/finalpage/2020-11-20/1208774173.docx
300393,中来股份,300393中来股份调研活动信息20201120.doc,2020/11/20 18:41,http://static.cninfo.com.cn/finalpage/2020-11-20/1208774149.doc
002185,华天科技,002185华天科技调研活动信息20201120.doc,2020/11/20 18:37,http://static.cninfo.com.cn/finalpage/2020-11-20/1208774048.doc
000063,中兴通讯,000063中兴通讯：2020年11月12日-11月18日投资者关系活动记录表.pdf,2020/11/20 17:53,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773741.pdf
002292,奥飞娱乐,2020年11月19日投资者关系活动记录表.docx,2020/11/20 17:53,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773728.docx
000690,宝新能源,000690宝新能源调研活动信息20201120.doc,2020/11/20 17:41,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773653.doc
002623,亚玛顿,2020年11月19日投资者关系活动记录表.docx,2020/11/20 17:15,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773383.docx
002415,海康威视,2020年11月9日-2020年11月20日投资者关系活动记录表.pdf,2020/11/20 17:03,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773238.pdf
002120,韵达股份,002120韵达股份调研活动信息20201120.DOCX,2020/11/20 16:55,http://static.cninfo.com.cn/finalpage/2020-11-20/1208773163.DOCX
